"","Year","Age","AgeGroup","Gender","education_level","Income","Income_categories","Urbanicity","HouseholdSize","ChildrenInHousehold","climate_threat","Q3"
"930","2021",70,"65_94","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"931","2021",69,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"932","2021",50,"50_64","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"933","2021",22,"15_29","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"934","2021",60,"50_64","Female","Low",4,"Fourth 20%","Rural","1_2","Yes",1,1
"935","2021",21,"15_29","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"936","2021",48,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"937","2021",55,"50_64","Male","Low",5,"Richest 20%","Rural","1_2","Yes",1,1
"938","2021",47,"30_49","Female","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"939","2021",48,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"940","2021",77,"65_94","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"941","2021",25,"15_29","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",1,2
"942","2021",32,"30_49","Male","High",2,"Second 20%","Rural","1_2","Yes",1,2
"943","2021",68,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"944","2021",62,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","Yes",1,1
"945","2021",51,"50_64","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"946","2021",42,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,2
"947","2021",65,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","Yes",1,1
"948","2021",81,"65_94","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"949","2021",49,"30_49","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,2
"950","2021",68,"65_94","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"951","2021",53,"50_64","Female","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"952","2021",45,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"953","2021",56,"50_64","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"954","2021",48,"30_49","Female","Medium",5,"Richest 20%","Rural","1_2","Yes",0,3
"955","2021",54,"50_64","Male","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"956","2021",46,"30_49","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"957","2021",39,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","Yes",0,3
"958","2021",70,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"959","2021",63,"50_64","Male","Low",2,"Second 20%","Urban","1_2","Yes",1,1
"960","2021",100,NA,"Male","High",1,"Poorest 20%","Urban","1_2","Yes",0,3
"961","2021",53,"50_64","Male","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,2
"962","2021",42,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"963","2021",41,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"964","2021",84,"65_94","Male","High",1,"Poorest 20%","Urban","3_4","Yes",1,2
"965","2021",70,"65_94","Male","High",3,"Third 20%","Rural","1_2","Yes",1,2
"966","2021",62,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"967","2021",62,"50_64","Female","Medium",3,"Third 20%","Urban","1_2","Yes",1,1
"968","2021",67,"65_94","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"969","2021",26,"15_29","Female","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"970","2021",65,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"971","2021",68,"65_94","Male","High",2,"Second 20%","Rural","1_2","Yes",1,1
"972","2021",41,"30_49","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"973","2021",42,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,1
"974","2021",44,"30_49","Male","High",5,"Richest 20%","Rural","1_2","Yes",1,2
"975","2021",79,"65_94","Female","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"976","2021",75,"65_94","Female","Low",5,"Richest 20%","Rural","1_2","Yes",1,1
"977","2021",46,"30_49","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"978","2021",76,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","Yes",1,1
"979","2021",23,"15_29","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"980","2021",22,"15_29","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"981","2021",84,"65_94","Female","Low",2,"Second 20%","Rural","1_2","Yes",0,3
"982","2021",73,"65_94","Female","High",5,"Richest 20%","Urban","3_4","Yes",1,1
"983","2021",74,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"984","2021",72,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"985","2021",30,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"986","2021",87,"65_94","Female","Medium",3,"Third 20%","Rural","1_2","Yes",0,3
"987","2021",49,"30_49","Female","High",5,"Richest 20%","Rural","1_2","Yes",1,1
"988","2021",34,"30_49","Female","Low",2,"Second 20%","Rural","1_2","Yes",1,1
"989","2021",30,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,2
"990","2021",44,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,2
"991","2021",19,"15_29","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"992","2021",34,"30_49","Female","High",1,"Poorest 20%","Rural","3_4","Yes",1,1
"993","2021",56,"50_64","Male","High",2,"Second 20%","Rural","1_2","Yes",1,1
"994","2021",40,"30_49","Female","Medium",5,"Richest 20%","Urban","1_2","Yes",1,1
"995","2021",60,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"996","2021",43,"30_49","Female","High",2,"Second 20%","Rural","3_4","Yes",1,1
"997","2021",43,"30_49","Male","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"998","2021",65,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","Yes",1,1
"999","2021",76,"65_94","Female",NA,1,"Poorest 20%","Rural","1_2","Yes",1,1
"1000","2021",65,"65_94","Male","High",5,"Richest 20%","Urban","1_2","Yes",1,1
"1001","2019",45,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,2
"1002","2019",24,"15_29","Male","Medium",1,"Poorest 20%","Rural","5+","No",1,1
"1003","2019",70,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1004","2019",75,"65_94","Male","Low",2,"Second 20%","Urban","1_2","No",1,1
"1005","2019",38,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,1
"1006","2019",75,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1007","2019",59,"50_64","Male","High",3,"Third 20%","Urban","1_2","No",1,1
"1008","2019",68,"65_94","Male","High",5,"Richest 20%","Rural","1_2","No",1,2
"1009","2019",31,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1010","2019",58,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1011","2019",31,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1012","2019",51,"50_64","Female","High",1,"Poorest 20%","Urban","5+","Yes",1,1
"1013","2019",49,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1014","2019",54,"50_64","Male","High",5,"Richest 20%","Urban","3_4","No",1,1
"1015","2019",42,"30_49","Male","Medium",3,"Third 20%","Urban","3_4","Yes",1,2
"1016","2019",54,"50_64","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1017","2019",56,"50_64","Female","High",3,"Third 20%","Urban","3_4","No",1,1
"1018","2019",60,"50_64","Male","Low",2,"Second 20%","Urban","1_2","No",1,1
"1019","2019",35,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,1
"1020","2019",38,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","Yes",1,2
"1021","2019",40,"30_49","Female","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"1022","2019",53,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1023","2019",44,"30_49","Male","Medium",1,"Poorest 20%","Urban","5+","Yes",1,1
"1024","2019",39,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","No",1,1
"1025","2019",73,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,1
"1026","2019",42,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1027","2019",59,"50_64","Female","Medium",3,"Third 20%","Rural","3_4","No",1,1
"1028","2019",70,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,2
"1029","2019",42,"30_49","Female","High",3,"Third 20%","Rural","1_2","Yes",1,1
"1030","2019",68,"65_94","Male","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1031","2019",50,"50_64","Female","High",3,"Third 20%","Urban","3_4","No",1,1
"1032","2019",27,"15_29","Male","High",3,"Third 20%","Urban","5+","No",1,1
"1033","2019",38,"30_49","Male","High",1,"Poorest 20%","Rural","3_4","Yes",1,2
"1034","2019",28,"15_29","Male","Medium",1,"Poorest 20%","Urban","3_4","No",0,98
"1035","2019",49,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1036","2019",62,"50_64","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,1
"1037","2019",60,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1038","2019",38,"30_49","Male","High",2,"Second 20%","Rural","3_4","Yes",1,2
"1039","2019",55,"50_64","Male","High",3,"Third 20%","Rural","3_4","Yes",0,3
"1040","2019",30,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",0,3
"1041","2019",33,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1042","2019",39,"30_49","Male","Medium",3,"Third 20%","Urban","3_4","Yes",1,1
"1043","2019",23,"15_29","Male","Medium",4,"Fourth 20%","Rural","3_4","No",1,2
"1044","2019",93,"65_94","Female",NA,5,"Richest 20%","Urban","1_2","No",1,1
"1045","2019",28,"15_29","Female","High",5,"Richest 20%","Rural","3_4","Yes",1,1
"1046","2019",39,"30_49","Female","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"1047","2019",75,"65_94","Female","High",1,"Poorest 20%","Rural","1_2","Yes",1,1
"1048","2019",61,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1049","2019",39,"30_49","Female","High",3,"Third 20%","Rural","5+","Yes",1,1
"1050","2019",47,"30_49","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1051","2019",36,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1052","2019",32,"30_49","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1053","2019",24,"15_29","Female","Medium",2,"Second 20%","Rural","5+","Yes",1,1
"1054","2019",22,"15_29","Male","Medium",1,"Poorest 20%","Urban","3_4","No",1,1
"1055","2019",60,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1056","2019",57,"50_64","Female","High",3,"Third 20%","Rural","3_4","No",1,1
"1057","2019",28,"15_29","Male","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1058","2019",86,"65_94","Male","High",2,"Second 20%","Rural","1_2","No",0,3
"1059","2019",63,"50_64","Male","Low",5,"Richest 20%","Rural","1_2","No",1,1
"1060","2019",33,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","No",0,3
"1061","2019",30,"30_49","Female","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1062","2019",47,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1063","2019",51,"50_64","Female","High",3,"Third 20%","Urban","3_4","No",1,2
"1064","2019",68,"65_94","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1065","2019",42,"30_49","Male","High",4,"Fourth 20%","Rural","5+","Yes",1,2
"1066","2019",35,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","No",0,3
"1067","2019",30,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1068","2019",21,"15_29","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,2
"1069","2019",70,"65_94","Female","Medium",4,"Fourth 20%","Urban","1_2","No",0,98
"1070","2019",59,"50_64","Female","High",2,"Second 20%","Urban","5+","No",1,1
"1071","2019",25,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","No",1,1
"1072","2019",72,"65_94","Female","Medium",1,"Poorest 20%","Urban","1_2","No",1,1
"1073","2019",54,"50_64","Female","High",1,"Poorest 20%","Urban","3_4","No",1,1
"1074","2019",62,"50_64","Female","High",5,"Richest 20%","Urban","1_2","No",1,2
"1075","2019",31,"30_49","Male","Medium",1,"Poorest 20%","Urban","3_4","No",1,1
"1076","2019",46,"30_49","Female","Medium",4,"Fourth 20%","Urban","3_4","Yes",1,1
"1077","2019",27,"15_29","Male","High",5,"Richest 20%","Urban","3_4","No",1,2
"1078","2019",50,"50_64","Male","High",3,"Third 20%","Rural","1_2","No",1,1
"1079","2019",36,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1080","2019",39,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1081","2019",100,NA,"Female","Low",5,"Richest 20%","Urban","1_2","No",1,1
"1082","2019",19,"15_29","Female","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1083","2019",32,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1084","2019",39,"30_49","Male","High",3,"Third 20%","Rural","1_2","Yes",1,2
"1085","2019",15,"15_29","Male","Medium",2,"Second 20%","Rural","5+","Yes",0,98
"1086","2019",41,"30_49","Male","Medium",3,"Third 20%","Rural","3_4","Yes",1,1
"1087","2019",20,"15_29","Male","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1088","2019",40,"30_49","Male","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1089","2019",31,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1090","2019",57,"50_64","Female","Low",2,"Second 20%","Rural","1_2","No",1,1
"1091","2019",22,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","No",1,2
"1092","2019",57,"50_64","Male","High",3,"Third 20%","Urban","1_2","No",1,1
"1093","2019",70,"65_94","Male","High",2,"Second 20%",NA,"1_2","No",1,1
"1094","2019",20,"15_29","Male","Medium",4,"Fourth 20%","Rural","3_4","No",0,3
"1095","2019",55,"50_64","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1096","2019",28,"15_29","Male","High",1,"Poorest 20%","Rural","1_2","No",0,98
"1097","2019",43,"30_49","Male","High",3,"Third 20%","Rural","3_4","No",1,1
"1098","2019",50,"50_64","Male","Medium",4,"Fourth 20%","Rural","1_2","Yes",1,1
"1099","2019",42,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,2
"1100","2019",23,"15_29","Female","High",3,"Third 20%","Urban","5+","No",1,2
"1101","2019",18,"15_29","Female","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1102","2019",30,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,2
"1103","2019",20,"15_29","Female","Medium",1,"Poorest 20%","Rural","3_4","No",1,1
"1104","2019",66,"65_94","Male","Medium",3,"Third 20%","Urban","1_2","No",1,1
"1105","2019",26,"15_29","Male","High",2,"Second 20%","Rural","5+","Yes",1,2
"1106","2019",34,"30_49","Male","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1107","2019",55,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1108","2019",53,"50_64","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1109","2019",67,"65_94","Female","Medium",3,"Third 20%","Urban","1_2","No",0,98
"1110","2019",55,"50_64","Male","High",2,"Second 20%","Rural","3_4","Yes",1,1
"1111","2019",52,"50_64","Male","High",1,"Poorest 20%","Rural","1_2","No",1,1
"1112","2019",22,"15_29","Male","Medium",1,"Poorest 20%","Rural","3_4","Yes",1,1
"1113","2019",78,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",0,3
"1114","2019",32,"30_49","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1115","2019",34,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1116","2019",41,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1117","2019",44,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",1,2
"1118","2019",59,"50_64","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1119","2019",79,"65_94","Female","Medium",5,"Richest 20%","Urban","1_2","No",1,2
"1120","2019",31,"30_49","Male","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"1121","2019",68,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1122","2019",67,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1123","2019",65,"65_94","Male","High",3,"Third 20%","Rural","1_2","No",1,2
"1124","2019",53,"50_64","Female","High",5,"Richest 20%","Urban","3_4","No",1,2
"1125","2019",68,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1126","2019",40,"30_49","Female","High",5,"Richest 20%","Rural","1_2","No",0,98
"1127","2019",36,"30_49","Female","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1128","2019",39,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1129","2019",72,"65_94","Female","Medium",3,"Third 20%","Urban","1_2","No",1,1
"1130","2019",55,"50_64","Female","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1131","2019",65,"65_94","Male","Medium",3,"Third 20%","Rural","1_2","No",1,2
"1132","2019",50,"50_64","Male","Medium",2,"Second 20%","Urban","3_4","No",1,1
"1133","2019",43,"30_49","Male",NA,1,"Poorest 20%","Urban","3_4","No",1,1
"1134","2019",56,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","No",1,1
"1135","2019",51,"50_64","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1136","2019",68,"65_94","Male","High",3,"Third 20%","Urban","1_2","No",1,1
"1137","2019",52,"50_64","Male","High",3,"Third 20%","Rural","3_4","No",1,2
"1138","2019",75,"65_94","Female","Low",4,"Fourth 20%","Rural","1_2","No",1,2
"1139","2019",45,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,2
"1140","2019",52,"50_64","Male","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1141","2019",70,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","No",0,3
"1142","2019",70,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1143","2019",65,"65_94","Male","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1144","2019",27,"15_29","Female","High",4,"Fourth 20%","Urban","3_4","No",1,1
"1145","2019",30,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1146","2019",67,"65_94","Male","High",3,"Third 20%","Urban","1_2","No",1,2
"1147","2019",33,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,2
"1148","2019",39,"30_49","Male","High",3,"Third 20%","Rural","3_4","Yes",1,2
"1149","2019",57,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1150","2019",36,"30_49","Male","High",4,"Fourth 20%","Urban","1_2","No",1,1
"1151","2019",20,"15_29","Female","Medium",1,"Poorest 20%","Rural","5+","Yes",1,2
"1152","2019",46,"30_49","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1153","2019",48,"30_49","Male","High",2,"Second 20%","Rural","5+","Yes",1,1
"1154","2019",50,"50_64","Female","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1155","2019",42,"30_49","Female","High",3,"Third 20%","Urban","3_4","Yes",1,2
"1156","2019",18,"15_29","Female","Medium",3,"Third 20%","Urban","3_4","No",1,1
"1157","2019",43,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1158","2019",32,"30_49","Male","High",2,"Second 20%","Rural","1_2","Yes",0,3
"1159","2019",44,"30_49","Male","High",4,"Fourth 20%","Rural","3_4","Yes",1,1
"1160","2019",35,"30_49","Female","Medium",5,"Richest 20%","Urban","1_2","No",1,1
"1161","2019",62,"50_64","Male","Medium",2,"Second 20%","Rural","1_2","No",0,3
"1162","2019",63,"50_64","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1163","2019",39,"30_49","Male","High",5,"Richest 20%","Urban","1_2","No",1,1
"1164","2019",57,"50_64","Male","High",5,"Richest 20%","Rural","5+","No",0,3
"1165","2019",30,"30_49","Male","Medium",5,"Richest 20%","Rural","1_2","No",0,3
"1166","2019",61,"50_64","Male","Medium",3,"Third 20%","Urban","3_4","No",1,1
"1167","2019",55,"50_64","Female","Medium",4,"Fourth 20%","Urban","1_2","No",1,1
"1168","2019",41,"30_49","Female","High",3,"Third 20%","Rural","3_4","Yes",1,1
"1169","2019",65,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","No",1,2
"1170","2019",82,"65_94","Female","Low",5,"Richest 20%","Urban","1_2","No",1,2
"1171","2019",71,"65_94","Female","High",5,"Richest 20%","Rural","1_2","No",1,2
"1172","2019",74,"65_94","Female","High",5,"Richest 20%","Urban","1_2","No",1,1
"1173","2019",64,"50_64","Female","High",2,"Second 20%","Urban","3_4","No",1,1
"1174","2019",31,"30_49","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1175","2019",19,"15_29","Female","Medium",1,"Poorest 20%","Urban","1_2","Yes",1,1
"1176","2019",56,"50_64","Male","High",5,"Richest 20%","Urban","3_4","No",1,1
"1177","2019",42,"30_49","Male","High",2,"Second 20%","Urban","3_4","Yes",1,2
"1178","2019",70,"65_94","Female","Low",2,"Second 20%","Rural","1_2","No",1,1
"1179","2019",70,"65_94","Female","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1180","2019",30,"30_49","Male","Medium",4,"Fourth 20%","Urban","1_2","No",1,2
"1181","2019",70,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1182","2019",57,"50_64","Male","High",4,"Fourth 20%","Rural","3_4","No",1,1
"1183","2019",31,"30_49","Female","Medium",2,"Second 20%","Rural","1_2","No",0,98
"1184","2019",58,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1185","2019",42,"30_49","Male","Medium",2,"Second 20%","Rural","3_4","Yes",1,1
"1186","2019",57,"50_64","Female","High",1,"Poorest 20%","Rural","3_4","No",1,1
"1187","2019",38,"30_49","Male","Low",4,"Fourth 20%","Urban","1_2","No",1,1
"1188","2019",44,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,1
"1189","2019",54,"50_64","Male","High",3,"Third 20%","Urban","3_4","Yes",1,2
"1190","2019",70,"65_94","Female","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1191","2019",76,"65_94","Female","Medium",1,"Poorest 20%","Rural","1_2","No",1,2
"1192","2019",25,"15_29","Female","High",1,"Poorest 20%","Rural","3_4","No",1,1
"1193","2019",50,"50_64","Male","Medium",4,"Fourth 20%","Rural","3_4","No",1,1
"1194","2019",50,"50_64","Male","High",3,"Third 20%","Urban","3_4","No",1,1
"1195","2019",56,"50_64","Female","High",2,"Second 20%","Urban","3_4","No",1,1
"1196","2019",58,"50_64","Male","High",2,"Second 20%","Urban","3_4","No",1,2
"1197","2019",55,"50_64","Female","Medium",5,"Richest 20%","Rural","1_2","No",1,1
"1198","2019",62,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1199","2019",50,"50_64","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1200","2019",53,"50_64","Female","High",5,"Richest 20%","Rural","1_2","No",1,1
"1201","2019",63,"50_64","Male","Medium",3,"Third 20%","Rural","3_4","No",0,3
"1202","2019",29,"15_29","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,1
"1203","2019",50,"50_64","Female","Medium",2,"Second 20%","Rural","3_4","No",1,2
"1204","2019",42,"30_49","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1205","2019",44,"30_49","Female","Medium",2,"Second 20%","Urban","5+","Yes",1,1
"1206","2019",43,"30_49","Female","High",1,"Poorest 20%","Rural","5+","Yes",1,1
"1207","2019",39,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1208","2019",67,"65_94","Male","High",3,"Third 20%","Rural","1_2","No",1,2
"1209","2019",19,"15_29","Female","Medium",1,"Poorest 20%","Urban","1_2","No",1,1
"1210","2019",25,"15_29","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1211","2019",58,"50_64","Male","Medium",2,"Second 20%","Urban","1_2","No",1,1
"1212","2019",20,"15_29","Male","Medium",4,"Fourth 20%","Urban","1_2","No",0,98
"1213","2019",76,"65_94","Female","Low",2,"Second 20%","Urban","1_2","No",1,1
"1214","2019",48,"30_49","Male","Medium",4,"Fourth 20%","Rural","1_2","No",0,98
"1215","2019",23,"15_29","Female","Medium",1,"Poorest 20%","Urban","3_4","No",1,1
"1216","2019",75,"65_94","Male","Medium",1,"Poorest 20%","Rural","1_2","No",1,2
"1217","2019",55,"50_64","Male","High",5,"Richest 20%","Urban","1_2","No",1,2
"1218","2019",19,"15_29","Male","Medium",3,"Third 20%","Urban","3_4","No",1,1
"1219","2019",68,"65_94","Male","Low",4,"Fourth 20%","Urban","1_2","No",0,3
"1220","2019",58,"50_64","Female","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1221","2019",25,"15_29","Male","High",1,"Poorest 20%","Urban","3_4","Yes",1,1
"1222","2019",70,"65_94","Female","Low",2,"Second 20%","Rural","1_2","No",1,1
"1223","2019",17,"15_29","Male","Medium",5,"Richest 20%","Rural","3_4","Yes",1,2
"1224","2019",84,"65_94","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1225","2019",33,"30_49","Female","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1226","2019",50,"50_64","Female","High",4,"Fourth 20%","Urban","1_2","No",1,2
"1227","2019",34,"30_49","Female","High",1,"Poorest 20%","Urban","1_2","No",1,1
"1228","2019",66,"65_94","Male","High",2,"Second 20%","Urban","1_2","No",1,1
"1229","2019",70,"65_94","Male","High",2,"Second 20%","Urban","1_2","No",1,1
"1230","2019",70,"65_94","Male","Medium",4,"Fourth 20%","Rural","1_2","No",1,2
"1231","2019",41,"30_49","Female","High",4,"Fourth 20%","Urban","1_2","Yes",1,2
"1232","2019",39,"30_49","Male","High",3,"Third 20%","Urban","3_4","Yes",1,2
"1233","2019",40,"30_49","Male","High",4,"Fourth 20%","Urban","3_4","Yes",1,1
"1234","2019",69,"65_94","Female","Medium",2,"Second 20%","Rural","1_2","No",1,1
"1235","2019",22,"15_29","Male","Medium",1,"Poorest 20%","Rural","3_4","No",0,98
"1236","2019",81,"65_94","Male","High",5,"Richest 20%","Rural","1_2","No",1,1
"1237","2019",24,"15_29","Male","High",1,"Poorest 20%","Urban","1_2","No",1,2
"1238","2019",58,"50_64","Male","Medium",2,"Second 20%","Urban","1_2","No",0,3
"1239","2019",44,"30_49","Male","High",4,"Fourth 20%","Rural","1_2","No",1,1
"1240","2019",69,"65_94","Female","Medium",4,"Fourth 20%","Urban","1_2","No",1,2
"1241","2019",34,"30_49","Female","Medium",1,"Poorest 20%","Urban","3_4","Yes",1,1
"1242","2019",60,"50_64","Male","Medium",2,"Second 20%","Urban","1_2","No",1,1
